facility_id,facility_name,state,region,condition,hospital_star_rating,ownership_type,risk_score,risk_category,penalty_probability,actual_penalty,excess_readmission_ratio,number_of_discharges
010021,DALE MEDICAL CENTER,AL,South,Heart Failure,2,Government,56.3,Medium-High Risk,0.5633899571394215,1,1.0522,34
010023,BAPTIST MEDICAL CENTER SOUTH,AL,South,Heart Failure,2,Government,56.3,Medium-High Risk,0.5633899571394215,1,1.038,305
010023,BAPTIST MEDICAL CENTER SOUTH,AL,South,Heart Surgery,2,Government,56.3,Medium-High Risk,0.5633899571394215,1,1.1302,NA
010023,BAPTIST MEDICAL CENTER SOUTH,AL,South,Pneumonia,2,Government,56.3,Medium-High Risk,0.5633899571394215,1,1.0023,146
010023,BAPTIST MEDICAL CENTER SOUTH,AL,South,COPD,2,Government,56.3,Medium-High Risk,0.5633899571394215,0,0.9825,70
010023,BAPTIST MEDICAL CENTER SOUTH,AL,South,Hip/Knee Surgery,2,Government,56.3,Medium-High Risk,0.5633899571394215,1,1.0708,NA
010023,BAPTIST MEDICAL CENTER SOUTH,AL,South,Heart Attack,2,Government,56.3,Medium-High Risk,0.5633899571394215,1,1.0485,194
010024,JACKSON HOSPITAL & CLINIC INC,AL,South,Pneumonia,2,Non-Profit,58.5,Medium-High Risk,0.5851066528056714,1,1.0422,233
010024,JACKSON HOSPITAL & CLINIC INC,AL,South,Heart Surgery,2,Non-Profit,58.5,Medium-High Risk,0.5851066528056714,0,0.9257,NA
010024,JACKSON HOSPITAL & CLINIC INC,AL,South,Heart Failure,2,Non-Profit,58.5,Medium-High Risk,0.5851066528056714,1,1.0036,325
010024,JACKSON HOSPITAL & CLINIC INC,AL,South,COPD,2,Non-Profit,58.5,Medium-High Risk,0.5851066528056714,0,0.9693,79
010024,JACKSON HOSPITAL & CLINIC INC,AL,South,Heart Attack,2,Non-Profit,58.5,Medium-High Risk,0.5851066528056714,0,0.9784,146
010029,THE EAST ALABAMA HEALTHCARE AUTHORITY,AL,South,Pneumonia,2,Government,56.3,Medium-High Risk,0.5633899571394215,0,0.905,NA
010029,THE EAST ALABAMA HEALTHCARE AUTHORITY,AL,South,Heart Failure,2,Government,56.3,Medium-High Risk,0.5633899571394215,1,1.0648,179
010029,THE EAST ALABAMA HEALTHCARE AUTHORITY,AL,South,COPD,2,Government,56.3,Medium-High Risk,0.5633899571394215,0,0.9654,NA
010029,THE EAST ALABAMA HEALTHCARE AUTHORITY,AL,South,Heart Attack,2,Government,56.3,Medium-High Risk,0.5633899571394215,1,1.0742,66
010029,THE EAST ALABAMA HEALTHCARE AUTHORITY,AL,South,Heart Surgery,2,Government,56.3,Medium-High Risk,0.5633899571394215,1,1.0358,NA
010029,THE EAST ALABAMA HEALTHCARE AUTHORITY,AL,South,Hip/Knee Surgery,2,Government,56.3,Medium-High Risk,0.5633899571394215,0,0.9304,284
010033,UNIVERSITY OF ALABAMA HOSPITAL,AL,South,Pneumonia,3,Government,47.5,Medium Risk,0.4751607323719148,1,1.1073,365
010033,UNIVERSITY OF ALABAMA HOSPITAL,AL,South,COPD,3,Government,47.5,Medium Risk,0.4751607323719148,0,0.9857,154
010033,UNIVERSITY OF ALABAMA HOSPITAL,AL,South,Heart Surgery,3,Government,47.5,Medium Risk,0.4751607323719148,1,1.0866,353
010033,UNIVERSITY OF ALABAMA HOSPITAL,AL,South,Heart Attack,3,Government,47.5,Medium Risk,0.4751607323719148,1,1.1,289
010033,UNIVERSITY OF ALABAMA HOSPITAL,AL,South,Hip/Knee Surgery,3,Government,47.5,Medium Risk,0.4751607323719148,1,1.125,NA
010033,UNIVERSITY OF ALABAMA HOSPITAL,AL,South,Heart Failure,3,Government,47.5,Medium Risk,0.4751607323719148,0,0.9451,675
010035,CULLMAN REGIONAL MEDICAL CENTER,AL,South,Hip/Knee Surgery,3,Government,47.5,Medium Risk,0.4751607323719148,1,1.0057,NA
010035,CULLMAN REGIONAL MEDICAL CENTER,AL,South,Heart Failure,3,Government,47.5,Medium Risk,0.4751607323719148,1,1.018,367
010035,CULLMAN REGIONAL MEDICAL CENTER,AL,South,Heart Attack,3,Government,47.5,Medium Risk,0.4751607323719148,0,0.9979,NA
010035,CULLMAN REGIONAL MEDICAL CENTER,AL,South,Pneumonia,3,Government,47.5,Medium Risk,0.4751607323719148,1,1.0465,417
010035,CULLMAN REGIONAL MEDICAL CENTER,AL,South,COPD,3,Government,47.5,Medium Risk,0.4751607323719148,1,1.0458,120
010036,ANDALUSIA HEALTH,AL,South,Pneumonia,3,For-Profit,56.4,Medium-High Risk,0.5643691017058446,1,1.0138,144
010036,ANDALUSIA HEALTH,AL,South,Hip/Knee Surgery,3,For-Profit,56.4,Medium-High Risk,0.5643691017058446,1,1.2033,NA
010036,ANDALUSIA HEALTH,AL,South,Heart Failure,3,For-Profit,56.4,Medium-High Risk,0.5643691017058446,1,1.0267,159
010036,ANDALUSIA HEALTH,AL,South,COPD,3,For-Profit,56.4,Medium-High Risk,0.5643691017058446,0,0.9661,NA
010039,HUNTSVILLE HOSPITAL,AL,South,Heart Surgery,2,Government,56.3,Medium-High Risk,0.5633899571394215,0,0.8656,267
010039,HUNTSVILLE HOSPITAL,AL,South,Hip/Knee Surgery,2,Government,56.3,Medium-High Risk,0.5633899571394215,1,1.2959,168
010039,HUNTSVILLE HOSPITAL,AL,South,Heart Attack,2,Government,56.3,Medium-High Risk,0.5633899571394215,0,0.9251,624
010039,HUNTSVILLE HOSPITAL,AL,South,COPD,2,Government,56.3,Medium-High Risk,0.5633899571394215,1,1.0004,426
010039,HUNTSVILLE HOSPITAL,AL,South,Pneumonia,2,Government,56.3,Medium-High Risk,0.5633899571394215,0,0.9728,1340
010039,HUNTSVILLE HOSPITAL,AL,South,Heart Failure,2,Government,56.3,Medium-High Risk,0.5633899571394215,0,0.9752,1270
010040,GADSDEN REGIONAL MEDICAL CENTER,AL,South,Pneumonia,2,For-Profit,64.9,Medium-High Risk,0.6486894857340383,0,0.9714,235
010040,GADSDEN REGIONAL MEDICAL CENTER,AL,South,Heart Attack,2,For-Profit,64.9,Medium-High Risk,0.6486894857340383,0,0.9817,132
010040,GADSDEN REGIONAL MEDICAL CENTER,AL,South,Heart Failure,2,For-Profit,64.9,Medium-High Risk,0.6486894857340383,0,0.9818,235
010040,GADSDEN REGIONAL MEDICAL CENTER,AL,South,Heart Surgery,2,For-Profit,64.9,Medium-High Risk,0.6486894857340383,1,1.0777,NA
010040,GADSDEN REGIONAL MEDICAL CENTER,AL,South,COPD,2,For-Profit,64.9,Medium-High Risk,0.6486894857340383,0,0.9886,97
010040,GADSDEN REGIONAL MEDICAL CENTER,AL,South,Hip/Knee Surgery,2,For-Profit,64.9,Medium-High Risk,0.6486894857340383,1,1.0242,NA
010045,FAYETTE MEDICAL CENTER,AL,South,Heart Failure,4,Non-Profit,41,Medium Risk,0.4097573973219669,0,0.9855,NA
010045,FAYETTE MEDICAL CENTER,AL,South,Pneumonia,4,Non-Profit,41,Medium Risk,0.4097573973219669,0,0.9883,NA
010045,FAYETTE MEDICAL CENTER,AL,South,COPD,4,Non-Profit,41,Medium Risk,0.4097573973219669,1,1.0488,NA
010046,RIVERVIEW REGIONAL MEDICAL CENTER,AL,South,Heart Failure,3,For-Profit,56.4,Medium-High Risk,0.5643691017058446,1,1.0925,284
010046,RIVERVIEW REGIONAL MEDICAL CENTER,AL,South,COPD,3,For-Profit,56.4,Medium-High Risk,0.5643691017058446,1,1.048,103
010046,RIVERVIEW REGIONAL MEDICAL CENTER,AL,South,Heart Attack,3,For-Profit,56.4,Medium-High Risk,0.5643691017058446,0,0.9659,NA
010046,RIVERVIEW REGIONAL MEDICAL CENTER,AL,South,Pneumonia,3,For-Profit,56.4,Medium-High Risk,0.5643691017058446,1,1.0904,277
010049,MEDICAL CENTER ENTERPRISE,AL,South,Heart Failure,2,For-Profit,64.9,Medium-High Risk,0.6486894857340383,1,1.0285,102
010049,MEDICAL CENTER ENTERPRISE,AL,South,Hip/Knee Surgery,2,For-Profit,64.9,Medium-High Risk,0.6486894857340383,0,0.89,NA
010049,MEDICAL CENTER ENTERPRISE,AL,South,Pneumonia,2,For-Profit,64.9,Medium-High Risk,0.6486894857340383,1,1.0465,152
010049,MEDICAL CENTER ENTERPRISE,AL,South,COPD,2,For-Profit,64.9,Medium-High Risk,0.6486894857340383,1,1.0438,59
010055,FLOWERS HOSPITAL,AL,South,Pneumonia,2,For-Profit,64.9,Medium-High Risk,0.6486894857340383,1,1.0004,305
010055,FLOWERS HOSPITAL,AL,South,Heart Surgery,2,For-Profit,64.9,Medium-High Risk,0.6486894857340383,1,1.1755,84
010055,FLOWERS HOSPITAL,AL,South,Hip/Knee Surgery,2,For-Profit,64.9,Medium-High Risk,0.6486894857340383,1,1.2633,NA
010055,FLOWERS HOSPITAL,AL,South,COPD,2,For-Profit,64.9,Medium-High Risk,0.6486894857340383,0,0.9486,126
010055,FLOWERS HOSPITAL,AL,South,Heart Failure,2,For-Profit,64.9,Medium-High Risk,0.6486894857340383,0,0.9641,325
010055,FLOWERS HOSPITAL,AL,South,Heart Attack,2,For-Profit,64.9,Medium-High Risk,0.6486894857340383,1,1.0867,263
010056,ST VINCENT'S BIRMINGHAM,AL,South,Heart Attack,4,Non-Profit,41,Medium Risk,0.4097573973219669,1,1.0215,150
010056,ST VINCENT'S BIRMINGHAM,AL,South,Pneumonia,4,Non-Profit,41,Medium Risk,0.4097573973219669,1,1.037,405
010056,ST VINCENT'S BIRMINGHAM,AL,South,Heart Surgery,4,Non-Profit,41,Medium Risk,0.4097573973219669,1,1.1313,96
010056,ST VINCENT'S BIRMINGHAM,AL,South,Hip/Knee Surgery,4,Non-Profit,41,Medium Risk,0.4097573973219669,0,0.9213,NA
010056,ST VINCENT'S BIRMINGHAM,AL,South,COPD,4,Non-Profit,41,Medium Risk,0.4097573973219669,0,0.9772,82
010056,ST VINCENT'S BIRMINGHAM,AL,South,Heart Failure,4,Non-Profit,41,Medium Risk,0.4097573973219669,0,0.9489,439
010061,HIGHLANDS MEDICAL CENTER,AL,South,Pneumonia,2,Government,56.3,Medium-High Risk,0.5633899571394215,0,0.9658,115
010061,HIGHLANDS MEDICAL CENTER,AL,South,Heart Failure,2,Government,56.3,Medium-High Risk,0.5633899571394215,0,0.9393,NA
010061,HIGHLANDS MEDICAL CENTER,AL,South,COPD,2,Government,56.3,Medium-High Risk,0.5633899571394215,0,0.998,NA
010065,RUSSELL MEDICAL CENTER,AL,South,Pneumonia,4,Non-Profit,41,Medium Risk,0.4097573973219669,0,0.9314,NA
010065,RUSSELL MEDICAL CENTER,AL,South,Heart Attack,4,Non-Profit,41,Medium Risk,0.4097573973219669,1,1.0115,NA
010065,RUSSELL MEDICAL CENTER,AL,South,COPD,4,Non-Profit,41,Medium Risk,0.4097573973219669,1,1.0035,NA
010065,RUSSELL MEDICAL CENTER,AL,South,Heart Failure,4,Non-Profit,41,Medium Risk,0.4097573973219669,0,0.9604,94
010065,RUSSELL MEDICAL CENTER,AL,South,Hip/Knee Surgery,4,Non-Profit,41,Medium Risk,0.4097573973219669,0,0.8537,NA
010078,NORTHEAST ALABAMA REGIONAL MEDICAL CENTER,AL,South,Heart Failure,2,Government,56.3,Medium-High Risk,0.5633899571394215,1,1.035,311
010078,NORTHEAST ALABAMA REGIONAL MEDICAL CENTER,AL,South,Heart Attack,2,Government,56.3,Medium-High Risk,0.5633899571394215,1,1.1409,196
010078,NORTHEAST ALABAMA REGIONAL MEDICAL CENTER,AL,South,Pneumonia,2,Government,56.3,Medium-High Risk,0.5633899571394215,0,0.9644,270
010078,NORTHEAST ALABAMA REGIONAL MEDICAL CENTER,AL,South,Hip/Knee Surgery,2,Government,56.3,Medium-High Risk,0.5633899571394215,1,1.2908,177
010078,NORTHEAST ALABAMA REGIONAL MEDICAL CENTER,AL,South,COPD,2,Government,56.3,Medium-High Risk,0.5633899571394215,0,0.8528,190
010079,ATHENS LIMESTONE HOSPITAL,AL,South,Heart Failure,2,Government,56.3,Medium-High Risk,0.5633899571394215,0,0.9989,151
010079,ATHENS LIMESTONE HOSPITAL,AL,South,Hip/Knee Surgery,2,Government,56.3,Medium-High Risk,0.5633899571394215,1,1.061,NA
010079,ATHENS LIMESTONE HOSPITAL,AL,South,COPD,2,Government,56.3,Medium-High Risk,0.5633899571394215,1,1.0135,105
010079,ATHENS LIMESTONE HOSPITAL,AL,South,Pneumonia,2,Government,56.3,Medium-High Risk,0.5633899571394215,1,1.0464,179
010083,SOUTH BALDWIN REGIONAL MEDICAL CENTER,AL,South,Hip/Knee Surgery,5,For-Profit,38.9,Medium Risk,0.38940169194012136,1,1.1909,NA
010083,SOUTH BALDWIN REGIONAL MEDICAL CENTER,AL,South,Heart Failure,5,For-Profit,38.9,Medium Risk,0.38940169194012136,1,1.0014,277
010083,SOUTH BALDWIN REGIONAL MEDICAL CENTER,AL,South,Pneumonia,5,For-Profit,38.9,Medium Risk,0.38940169194012136,0,0.984,262
010083,SOUTH BALDWIN REGIONAL MEDICAL CENTER,AL,South,COPD,5,For-Profit,38.9,Medium Risk,0.38940169194012136,0,0.9495,116
010083,SOUTH BALDWIN REGIONAL MEDICAL CENTER,AL,South,Heart Attack,5,For-Profit,38.9,Medium Risk,0.38940169194012136,1,1.018,113
010085,DECATUR MORGAN HOSPITAL - DECATUR CAMPUS,AL,South,Hip/Knee Surgery,3,Government,47.5,Medium Risk,0.4751607323719148,1,1.1523,NA
010085,DECATUR MORGAN HOSPITAL - DECATUR CAMPUS,AL,South,Pneumonia,3,Government,47.5,Medium Risk,0.4751607323719148,0,0.9726,440
010085,DECATUR MORGAN HOSPITAL - DECATUR CAMPUS,AL,South,Heart Failure,3,Government,47.5,Medium Risk,0.4751607323719148,0,0.9652,399
010085,DECATUR MORGAN HOSPITAL - DECATUR CAMPUS,AL,South,COPD,3,Government,47.5,Medium Risk,0.4751607323719148,1,1.0403,139
010085,DECATUR MORGAN HOSPITAL - DECATUR CAMPUS,AL,South,Heart Attack,3,Government,47.5,Medium Risk,0.4751607323719148,0,0.9633,NA
010086,NORTHWEST MEDICAL CENTER,AL,South,Heart Failure,3,For-Profit,56.4,Medium-High Risk,0.5643691017058446,0,0.9898,NA
010086,NORTHWEST MEDICAL CENTER,AL,South,Pneumonia,3,For-Profit,56.4,Medium-High Risk,0.5643691017058446,0,0.925,NA
010086,NORTHWEST MEDICAL CENTER,AL,South,COPD,3,For-Profit,56.4,Medium-High Risk,0.5643691017058446,0,0.9167,NA
010087,USA HEALTH UNIVERSITY HOSPITAL,AL,South,Heart Attack,3,Government,47.5,Medium Risk,0.4751607323719148,0,0.9903,NA
010087,USA HEALTH UNIVERSITY HOSPITAL,AL,South,Pneumonia,3,Government,47.5,Medium Risk,0.4751607323719148,0,0.9676,NA
010087,USA HEALTH UNIVERSITY HOSPITAL,AL,South,Heart Failure,3,Government,47.5,Medium Risk,0.4751607323719148,1,1.0023,NA
010089,WALKER BAPTIST MEDICAL CENTER,AL,South,COPD,2,For-Profit,64.9,Medium-High Risk,0.6486894857340383,1,1.0075,87
010089,WALKER BAPTIST MEDICAL CENTER,AL,South,Pneumonia,2,For-Profit,64.9,Medium-High Risk,0.6486894857340383,0,0.9149,155
010089,WALKER BAPTIST MEDICAL CENTER,AL,South,Heart Failure,2,For-Profit,64.9,Medium-High Risk,0.6486894857340383,1,1.0249,154
010090,"USA HEALTH HCA PROVIDENCE HOSPITAL, LLC",AL,South,Hip/Knee Surgery,3,Non-Profit,49.7,Medium Risk,0.4973505595435331,0,0.9585,NA
010090,"USA HEALTH HCA PROVIDENCE HOSPITAL, LLC",AL,South,Heart Attack,3,Non-Profit,49.7,Medium Risk,0.4973505595435331,1,1.0685,154
010090,"USA HEALTH HCA PROVIDENCE HOSPITAL, LLC",AL,South,COPD,3,Non-Profit,49.7,Medium Risk,0.4973505595435331,0,0.9523,96
010090,"USA HEALTH HCA PROVIDENCE HOSPITAL, LLC",AL,South,Heart Surgery,3,Non-Profit,49.7,Medium Risk,0.4973505595435331,0,0.997,NA
010090,"USA HEALTH HCA PROVIDENCE HOSPITAL, LLC",AL,South,Heart Failure,3,Non-Profit,49.7,Medium Risk,0.4973505595435331,0,0.9687,341
010090,"USA HEALTH HCA PROVIDENCE HOSPITAL, LLC",AL,South,Pneumonia,3,Non-Profit,49.7,Medium Risk,0.4973505595435331,1,1.1009,285
010092,DCH REGIONAL MEDICAL CENTER,AL,South,Hip/Knee Surgery,1,Government,64.8,Medium-High Risk,0.6477815841234155,1,1.1877,NA
010092,DCH REGIONAL MEDICAL CENTER,AL,South,Heart Surgery,1,Government,64.8,Medium-High Risk,0.6477815841234155,1,1.0061,NA
010092,DCH REGIONAL MEDICAL CENTER,AL,South,Heart Attack,1,Government,64.8,Medium-High Risk,0.6477815841234155,1,1.0291,173
010092,DCH REGIONAL MEDICAL CENTER,AL,South,Heart Failure,1,Government,64.8,Medium-High Risk,0.6477815841234155,0,0.9813,681
010092,DCH REGIONAL MEDICAL CENTER,AL,South,COPD,1,Government,64.8,Medium-High Risk,0.6477815841234155,1,1.1361,312
010092,DCH REGIONAL MEDICAL CENTER,AL,South,Pneumonia,1,Government,64.8,Medium-High Risk,0.6477815841234155,1,1.1388,604
010100,THOMAS HOSPITAL,AL,South,Heart Surgery,3,Non-Profit,49.7,Medium Risk,0.4973505595435331,0,0.9432,202
010100,THOMAS HOSPITAL,AL,South,Hip/Knee Surgery,3,Non-Profit,49.7,Medium Risk,0.4973505595435331,0,0.8863,NA
010100,THOMAS HOSPITAL,AL,South,Pneumonia,3,Non-Profit,49.7,Medium Risk,0.4973505595435331,1,1.0643,342
010100,THOMAS HOSPITAL,AL,South,Heart Failure,3,Non-Profit,49.7,Medium Risk,0.4973505595435331,1,1.0359,334
010100,THOMAS HOSPITAL,AL,South,COPD,3,Non-Profit,49.7,Medium Risk,0.4973505595435331,1,1.063,79
010100,THOMAS HOSPITAL,AL,South,Heart Attack,3,Non-Profit,49.7,Medium Risk,0.4973505595435331,0,0.9548,140
010103,PRINCETON BAPTIST MEDICAL CENTER,AL,South,Heart Attack,3,Non-Profit,49.7,Medium Risk,0.4973505595435331,1,1.0055,121
010103,PRINCETON BAPTIST MEDICAL CENTER,AL,South,Heart Failure,3,Non-Profit,49.7,Medium Risk,0.4973505595435331,0,0.9504,218
010103,PRINCETON BAPTIST MEDICAL CENTER,AL,South,COPD,3,Non-Profit,49.7,Medium Risk,0.4973505595435331,0,0.9694,NA
010103,PRINCETON BAPTIST MEDICAL CENTER,AL,South,Hip/Knee Surgery,3,Non-Profit,49.7,Medium Risk,0.4973505595435331,0,0.9928,NA
010103,PRINCETON BAPTIST MEDICAL CENTER,AL,South,Pneumonia,3,Non-Profit,49.7,Medium Risk,0.4973505595435331,0,0.9766,103
010103,PRINCETON BAPTIST MEDICAL CENTER,AL,South,Heart Surgery,3,Non-Profit,49.7,Medium Risk,0.4973505595435331,1,1.0605,NA
010104,GRANDVIEW MEDICAL CENTER,AL,South,COPD,2,For-Profit,64.9,Medium-High Risk,0.6486894857340383,1,1.004,154
010104,GRANDVIEW MEDICAL CENTER,AL,South,Pneumonia,2,For-Profit,64.9,Medium-High Risk,0.6486894857340383,0,0.9621,341
010104,GRANDVIEW MEDICAL CENTER,AL,South,Heart Surgery,2,For-Profit,64.9,Medium-High Risk,0.6486894857340383,1,1.1821,112
010104,GRANDVIEW MEDICAL CENTER,AL,South,Heart Failure,2,For-Profit,64.9,Medium-High Risk,0.6486894857340383,1,1.0208,598
010104,GRANDVIEW MEDICAL CENTER,AL,South,Heart Attack,2,For-Profit,64.9,Medium-High Risk,0.6486894857340383,1,1.0593,207
010104,GRANDVIEW MEDICAL CENTER,AL,South,Hip/Knee Surgery,2,For-Profit,64.9,Medium-High Risk,0.6486894857340383,1,1.0159,385
010108,PRATTVILLE BAPTIST HOSPITAL,AL,South,Pneumonia,4,Government,38.8,Medium Risk,0.38845542030146857,0,0.925,142
010108,PRATTVILLE BAPTIST HOSPITAL,AL,South,Heart Failure,4,Government,38.8,Medium Risk,0.38845542030146857,1,1.0382,157
010108,PRATTVILLE BAPTIST HOSPITAL,AL,South,COPD,4,Government,38.8,Medium Risk,0.38845542030146857,0,0.9658,88
010113,MOBILE INFIRMARY MEDICAL CENTER,AL,South,Heart Surgery,3,Non-Profit,49.7,Medium Risk,0.4973505595435331,1,1.1177,NA
010113,MOBILE INFIRMARY MEDICAL CENTER,AL,South,COPD,3,Non-Profit,49.7,Medium Risk,0.4973505595435331,1,1.0694,146
010113,MOBILE INFIRMARY MEDICAL CENTER,AL,South,Pneumonia,3,Non-Profit,49.7,Medium Risk,0.4973505595435331,0,0.9485,393
010113,MOBILE INFIRMARY MEDICAL CENTER,AL,South,Heart Failure,3,Non-Profit,49.7,Medium Risk,0.4973505595435331,0,0.9835,392
010113,MOBILE INFIRMARY MEDICAL CENTER,AL,South,Heart Attack,3,Non-Profit,49.7,Medium Risk,0.4973505595435331,1,1.0816,157
010113,MOBILE INFIRMARY MEDICAL CENTER,AL,South,Hip/Knee Surgery,3,Non-Profit,49.7,Medium Risk,0.4973505595435331,0,0.9279,NA
010114,"MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM",AL,South,Heart Failure,2,Government,56.3,Medium-High Risk,0.5633899571394215,0,0.9338,98
010114,"MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM",AL,South,Pneumonia,2,Government,56.3,Medium-High Risk,0.5633899571394215,1,1.0069,153
